STATION,STATION_NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DP01,DSNW,DT00,DT32,DX70,DX90,EMNT,EMSN,EMXP,EMXT,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-07,12,0,0,0,25,0,-15.0,0.0,607.06,-0.1667,11.0,1531.62,0.0,-7.6389,-4.0556,-11.2222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-08,9,0,0,0,21,0,-15.3333,0.0,736.6,-0.1667,16.8889,1612.9,0.0,-8.0167,-5.0667,-10.9722
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-09,10,0,0,2,16,0,-17.7778,0.0,1193.8,-0.5,51.6667,3068.32,0.0,-9.5556,-5.95,-13.1667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-10,14,0,0,12,3,0,-19.3333,0.0,2032.0,-2.9444,164.6667,3581.4,0.0,-13.3667,-10.6722,-16.0556
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-11,22,7,4,23,0,0,-30.1111,6578.6,444.5,-9.7778,306.1111,2052.32,20269.2,-18.3889,-15.9667,-20.8111
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2005-12,21,11,3,31,0,0,-29.2222,2006.6,231.14,-16.5556,429.0556,972.82,15265.4,-22.0056,-20.4444,-23.5667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-01,19,7,0,31,0,0,-25.5,3733.8,251.46,-12.2222,376.7778,1109.98,16179.8,-20.3222,-18.4556,-22.1889
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-02,19,9,11,28,0,0,-33.5,4648.2,205.74,-16.8333,425.7778,807.72,19507.2,-23.4333,-20.7444,-26.1222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-03,9,5,4,30,0,0,-29.2222,10439.4,665.48,-10.3889,355.1111,1115.06,15748.0,-19.6222,-16.5056,-22.7389
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-04,12,1,0,19,1,0,-21.5,965.2,406.4,-4.5,177.8333,985.52,1168.4,-14.1111,-10.3944,-17.8333
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-05,19,1,0,9,8,1,-20.5556,1041.4,695.96,0.1111,118.2778,1945.64,1041.4,-11.75,-8.5944,-14.9111
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-06,10,0,0,2,20,0,-18.3889,0.0,406.4,-0.7778,44.8333,995.68,0.0,-9.3389,-5.6611,-13.0222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-07,13,0,0,0,28,3,-14.6667,0.0,335.28,1.0556,1.7778,1793.24,0.0,-7.1278,-3.4167,-10.8333
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-08,10,0,0,0,25,1,-15.9444,0.0,916.94,1.0556,21.6111,2446.02,0.0,-8.5556,-4.9944,-12.1111
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-09,16,0,0,4,12,0,-19.3333,0.0,426.72,-3.8889,102.4444,1303.02,0.0,-11.6,-8.4056,-14.7944
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-10,15,4,0,22,3,0,-21.5,7289.8,528.32,-3.8889,232.1667,1732.28,13360.4,-15.6556,-12.9111,-18.4056
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-11,12,2,0,24,0,0,-24.2778,2590.8,218.44,-10.0556,273.7778,833.12,4699.0,-17.3111,-15.3056,-19.3167
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2006-12,15,8,2,29,0,0,-28.2778,2184.4,497.84,-13.4444,373.9444,1640.84,13741.4,-20.2278,-18.3444,-22.1167
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-01,18,12,9,30,0,0,-30.4444,2260.6,322.58,-15.3333,445.9444,850.9,17754.6,-22.55,-20.4944,-24.6056
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-02,16,6,16,28,0,0,-32.2778,3429.0,302.26,-12.8333,468.8333,772.16,10896.6,-24.9722,-22.4722,-27.4667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-03,11,5,3,24,0,0,-33.2222,4521.2,314.96,-7.6111,331.6667,1290.32,12852.4,-18.8667,-15.8389,-21.8889
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-04,12,5,2,24,3,0,-27.9444,4267.2,502.92,-2.9444,255.7222,1846.58,15240.0,-16.7111,-13.2,-20.2222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-05,15,0,0,5,10,0,-19.0,127.0,335.28,-2.0556,97.5,1861.82,127.0,-11.15,-7.5111,-14.7944
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-06,9,0,0,0,24,0,-16.2222,0.0,807.72,-0.7778,23.2778,1686.56,0.0,-8.3444,-4.7389,-11.9556
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-07,10,0,0,0,21,0,-16.5556,0.0,251.46,-0.5,19.2778,652.78,0.0,-7.95,-4.3167,-11.5889
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-08,5,0,0,0,24,0,-16.8333,0.0,419.1,-0.1667,14.3889,657.86,0.0,-8.0222,-4.2778,-11.7611
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-09,18,0,0,2,12,0,-18.7222,0.0,1038.86,-1.1111,73.5556,3213.1,0.0,-10.3111,-6.9833,-13.6389
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-10,19,0,0,11,5,0,-20.8889,0.0,1465.58,-2.3333,135.9444,4686.3,0.0,-12.6111,-10.1333,-15.0944
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-11,21,8,0,25,0,0,-27.3333,3733.8,355.6,-10.6667,312.9444,1125.22,13309.6,-18.6167,-16.7333,-20.5
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2007-12,20,8,4,31,0,0,-29.8333,4902.2,419.1,-16.8333,447.0556,1508.76,17729.2,-22.5889,-20.6833,-24.4944
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-01,18,6,9,31,0,0,-32.0,2387.6,218.44,-15.0,457.9444,822.96,12115.8,-22.9389,-20.8611,-25.0167
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-02,15,9,14,29,0,0,-32.2778,2768.6,167.64,-15.0,469.3333,762.0,12852.4,-24.3889,-21.2444,-27.5389
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-03,13,4,7,31,0,0,-32.2778,1803.4,147.32,-14.3889,423.1111,591.82,7086.6,-21.8167,-18.1444,-25.4833
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-04,15,5,0,25,1,0,-23.9444,3987.8,406.4,-5.4444,240.8889,2357.12,14427.2,-16.2167,-13.2611,-19.1667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-05,13,0,0,13,3,0,-19.6111,0.0,548.64,-4.8333,166.0,1480.82,0.0,-13.5222,-10.0833,-16.9611
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-06,14,0,0,0,17,0,-16.2222,0.0,645.16,-2.3333,42.5,2214.88,0.0,-9.4278,-6.3333,-12.5222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-07,12,0,0,0,24,0,-14.3889,0.0,1097.28,-2.6667,14.2222,2857.5,0.0,-8.3889,-5.1056,-11.6778
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-08,6,0,0,0,25,0,-17.1667,0.0,398.78,-2.6667,36.7778,881.38,0.0,-9.1944,-5.3944,-12.9944
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-09,12,0,0,0,6,0,-17.1667,0.0,820.42,-1.4444,77.1111,2278.38,0.0,-10.5722,-7.5833,-13.5611
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-10,14,1,0,13,3,0,-20.5556,635.0,386.08,-5.4444,194.7778,1592.58,889.0,-14.45,-12.0444,-16.8556
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-11,17,6,0,22,0,0,-27.3333,3860.8,302.26,-7.0,309.2222,1140.46,14249.4,-18.4944,-16.7,-20.2889
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2008-12,26,18,9,31,0,0,-32.2778,2768.6,200.66,-14.6667,493.8889,1376.68,26441.4,-24.1,-21.6333,-26.5667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-01,18,9,19,31,0,0,-32.6111,2590.8,142.24,-19.9444,548.5,746.76,16662.4,-25.8611,-23.1722,-28.5444
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-02,16,9,10,27,0,0,-34.1111,2641.6,142.24,-14.3889,407.5556,848.36,14605.0,-22.7833,-19.9056,-25.6667
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-03,7,2,6,30,0,0,-34.1111,2590.8,213.36,-9.7778,378.3889,474.98,4495.8,-20.3722,-16.9444,-23.8
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-04,11,4,0,25,2,0,-22.7222,7416.8,741.68,-5.1111,241.0556,2100.58,14401.8,-16.2222,-13.1944,-19.25
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-05,12,0,0,14,1,0,-19.0,76.2,309.88,-0.7778,149.9444,891.54,76.2,-12.9333,-9.1222,-16.75
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-06,12,0,0,6,15,0,-18.7222,0.0,477.52,-2.0556,69.1111,1729.74,0.0,-10.2389,-6.9722,-13.5
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-07,12,0,0,0,13,0,-15.3333,0.0,586.74,-2.6667,53.6667,1628.14,0.0,-9.8722,-6.9278,-12.8222
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-08,14,0,0,0,15,0,-17.1667,0.0,632.46,-1.7222,46.1111,3055.62,0.0,-9.3,-6.2444,-12.3556
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-09,7,0,0,1,22,0,-18.3889,0.0,695.96,-3.8889,39.3889,1206.5,0.0,-9.5222,-6.2389,-12.8111
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-10,18,3,0,19,0,0,-20.8889,2057.4,762.0,-8.8333,240.8889,3357.88,4394.2,-15.9389,-14.0167,-17.8611
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-11,11,1,0,22,0,0,-21.1667,635.0,238.76,-9.1111,240.5,690.88,1600.2,-16.2,-13.9278,-18.4778
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2009-12,22,11,3,31,0,0,-29.8333,5486.4,289.56,-15.9444,451.1111,1252.22,21539.2,-22.7167,-20.6833,-24.75
USC00208706,"WATTON 2 WSW, MI US",46.52664,-88.64243,424.9,2010-01,15,7,7,31,0,0,-30.7222,3429.0,104.14,-13.7778,448.2222,459.74,12420.6,-22.6222,-20.8167,-24.4278
