"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NCHN0013","2008-08","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","7",",N","2",",N","0",",N","0",",,N,31,+","103.6",",,N,27,","156.5",",,,N","0",",,,N"
"US1NCHN0013","2008-09","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","10",",N","5",",N","1",",N","0",",N","0",",,N,30,+","50.0",",,N,27,","79.9",",,,N","0",",,,N"
"US1NCHN0013","2008-10","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8",",N","3",",N","1",",N","0",",N","0",",,N,31,+","27.4",",,N,25,","50.6",",,,N","0",",,,N"
"US1NCHN0013","2008-11","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","9","1,N","4","1,N","1","1,N","0","1,N","0","1,,N,30,+","32.8","1,,N,14,","68.4","1,,,N","0","1,,,N"
"US1NCHN0013","2008-12","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","16",",N","10",",N","2",",N","","","","","71.6",",,N,12,","164.8",",,,N","",""
"US1NCHN0013","2009-01","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8","2,N","3","2,N","1","2,N","","","","","51.3","2,,N,07,","72.3","2,,,N","",""
"US1NCHN0013","2009-02","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8","1,N","5","1,N","0","1,N","","","","","14.0","1,,N,28,","41.5","1,,,N","",""
"US1NCHN0013","2009-03","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","11",",N","2",",N","","","","","34.0",",,N,02,","166.5",",,,N","",""
"US1NCHN0013","2009-04","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11",",N","7",",N","2",",N","","","","","49.5",",,N,11,","119.6",",,,N","",""
"US1NCHN0013","2009-05","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","21",",N","15",",N","2",",N","","","","","42.2",",,N,17,","195.9",",,,N","",""
"US1NCHN0013","2009-06","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","11",",N","1",",N","","","","","49.8",",,N,12,","150.0",",,,N","",""
"US1NCHN0013","2009-07","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","19",",N","7",",N","0",",N","","","","","23.1",",,N,28,","91.6",",,,N","",""
"US1NCHN0013","2009-08","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","20",",N","13",",N","1",",N","","","","","27.7",",,N,12,","148.8",",,,N","",""
"US1NCHN0013","2009-09","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","14",",N","9",",N","4",",N","","","","","87.1",",,N,20,","275.0",",,,N","",""
"US1NCHN0013","2009-10","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","17",",N","10",",N","1",",N","","","","","44.2",",,N,28,","141.2",",,,N","",""
"US1NCHN0013","2009-11","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8",",N","6",",N","1",",N","","","","","94.0",",,N,11,","168.1",",,,N","",""
"US1NCHN0013","2009-12","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12","3,N","8","3,N","3","3,N","","","","","63.2","3,,N,09,","245.6","3,,,N","",""
"US1NCHN0013","2010-01","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8","1,N","4","1,N","2","1,N","","","","","94.7","1,,N,25,","177.8","1,,,N","",""
"US1NCHN0013","2010-02","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","10",",N","7",",N","2",",N","","","","","38.4",",,N,06,","106.0",",,,N","",""
"US1NCHN0013","2010-03","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","7",",N","1",",N","","","","","34.5",",,N,22,","108.9",",,,N","",""
"US1NCHN0013","2010-04","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","6",",N","3",",N","1",",N","","","","","44.2",",,N,25,","68.6",",,,N","",""
"US1NCHN0013","2010-05","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","16",",N","10",",N","1",",N","","","","","27.7",",,N,16,","140.0",",,,N","",""
"US1NCHN0013","2010-06","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13",",N","6",",N","0",",N","","","","","24.9",",,N,01,","72.9",",,,N","",""
"US1NCHN0013","2010-07","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13",",N","8",",N","1",",N","","","","","34.5",",,N,18,","79.6",",,,N","",""
"US1NCHN0013","2010-08","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","15",",N","6",",N","1",",N","","","","","40.9",",,N,15,","126.9",",,,N","",""
"US1NCHN0013","2010-09","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","7",",N","5",",N","2",",N","","","","","31.2",",,N,27,","105.9",",,,N","",""
"US1NCHN0013","2010-10","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","7",",N","6",",N","1",",N","","","","","56.4",",,N,27,","96.0",",,,N","",""
"US1NCHN0013","2010-11","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","9",",N","5",",N","1",",N","","","","","54.1",",,N,30,","92.5",",,,N","",""
"US1NCHN0013","2010-12","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","5","1,N","4","1,N","1","1,N","","","","","118.4","1,,N,01,","151.6","1,,,N","",""
"US1NCHN0013","2011-01","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","10",",N","7",",N","0",",N","","","","","14.5",",,N,26,","60.5",",,,N","",""
"US1NCHN0013","2011-02","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","7",",N","4",",N","1",",N","","","","","40.6",",,N,02,","74.9",",,,N","",""
"US1NCHN0013","2011-03","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","16",",N","11",",N","3",",N","","","","","72.1",",,N,06,","272.8",",,,N","",""
"US1NCHN0013","2011-04","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13","4,N","10","4,N","1","4,N","","","","","75.7","4,,N,16,","158.5","4,,,N","",""
"US1NCHN0013","2011-05","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","9","2,N","6","2,N","0","2,N","","","","","17.3","2,,N,18,","57.7","2,,,N","",""
"US1NCHN0013","2011-06","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11",",N","9",",N","2",",N","","","","","33.3",",,N,13,","127.9",",,,N","",""
"US1NCHN0013","2011-07","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","15","3,N","8","3,N","0","3,N","","","","","14.5","3,,N,22,","77.8","3,,,N","",""
"US1NCHN0013","2011-08","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11",",N","7",",N","0",",N","","","","","23.6",",,N,21,","77.3",",,,N","",""
"US1NCHN0013","2011-09","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12","1,N","7","1,N","3","1,N","","","","","31.8","1,,N,23,+","135.4","1,,,N","",""
"US1NCHN0013","2011-10","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","7",",N","6",",N","0",",N","","","","","16.5",",,N,12,","56.7",",,,N","",""
"US1NCHN0013","2011-11","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","10",",N","7",",N","2",",N","","","","","71.9",",,N,29,","179.2",",,,N","",""
"US1NCHN0013","2011-12","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11","1,N","9","1,N","3","1,N","","","","","46.2","1,,N,23,","160.5","1,,,N","",""
"US1NCHN0013","2012-01","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13","1,N","9","1,N","1","1,N","","","","","38.9","1,,N,12,","126.8","1,,,N","",""
"US1NCHN0013","2012-02","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11",",N","3",",N","0",",N","","","","","14.2",",,N,05,","38.4",",,,N","",""
"US1NCHN0013","2012-03","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","14",",N","8",",N","1",",N","","","","","26.7",",,N,03,","89.0",",,,N","",""
"US1NCHN0013","2012-04","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","6",",N","2",",N","","","","","48.8",",,N,18,","145.7",",,,N","",""
"US1NCHN0013","2012-05","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","12",",N","7",",N","2",",N","","","","","103.6",",,N,09,","255.3",",,,N","",""
"US1NCHN0013","2012-06","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","9",",N","6",",N","0",",N","","","","","10.9",",,N,25,","40.6",",,,N","",""
"US1NCHN0013","2012-07","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13",",N","8",",N","2",",N","","","","","42.2",",,N,14,","129.8",",,,N","",""
"US1NCHN0013","2012-08","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","16",",N","9",",N","3",",N","","","","","63.8",",,N,01,","202.3",",,,N","",""
"US1NCHN0013","2012-09","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","11","1,N","9","1,N","2","1,N","","","","","46.7","1,,N,18,","167.1","1,,,N","",""
"US1NCHN0013","2012-10","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","8","1,N","5","1,N","1","1,N","","","","","54.4","1,,N,02,","91.3","1,,,N","",""
"US1NCHN0013","2012-11","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","6","1,N","3","1,N","0","1,N","","","","","7.6","1,,N,13,","19.3","1,,,N","",""
"US1NCHN0013","2012-12","35.32015","-82.39926","667.5","FLAT ROCK 4.7 NE, NC US","13","3,N","8","3,N","2","3,N","","","","","62.2","3,,N,26,","133.3","3,,,N","",""
