"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00119354","1904-01","39.4459","-88.5962","210.3","WINDSOR, IL US","0.0","0","0.0",",0","11",",0","8",",0","1",",0","24",",0","5",",0","10",",0","29",",0","17",",0","0",",0","0",",0","","","1","","-30.0",",0,27,","229",",,0,31,+","102",",,0,22,","32.3",",,0,21,","10.6",",0,20,","","","","","","","762.5",",0","","","","","","","","","","","","","","","","","","","","","81.9",",,,0","361",",,,0","-6.26",",0","-1.04",",,,0","-11.49",",,,0"
"USC00119354","1904-02","39.4459","-88.5962","210.3","WINDSOR, IL US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","7",",0","1",",0","4",",0","26",",0","16",",0","0",",0","0",",0","","","1","","-24.4",",0,01,","229",",,0,04,+","25",",,0,21,","13.0",",,0,21,","16.7",",0,06,","","","","","","","643.7",",0","","","","","","","","","","","","","","","","","","","","","23.3",",,,0","43",",,,0","-3.86",",0","1.26",",,,0","-8.99",",,,0"
"USC00119354","1904-03","39.4459","-88.5962","210.3","WINDSOR, IL US","0.0","0","0.0",",0","16",",0","12",",0","1",",0","1",",0","1",",0","0",",0","17",",0","1",",0","2",",0","0",",0","","","7","","-8.9",",0,04,","25",",,0,14,","38",",,0,14,","76.7",",,0,25,","23.9",",0,31,","","","","","","","414.0",",0","","","","","","","","","","","","","","","","","","","","","182.4",",,,0","46",",,,0","4.98",",0","9.99",",,,0","-0.03",",,,0"
"USC00119354","1904-04","39.4459","-88.5962","210.3","WINDSOR, IL US","2.8","0","2.8",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","4",",0","0",",0","","","2","","-5.0",",0,17,","0",",,0,30,+","0",",T,0,09,+","44.5",",,0,25,","27.2",",0,23,","","","","","","","295.2",",0","","","","","","","","","","","","","","","","","","","","","87.0",",,,0","0",",T,,0","8.59",",0","14.29",",,,0","2.88",",,,0"
"USC00119354","1904-05","39.4459","-88.5962","210.3","WINDSOR, IL US","23.5","0","20.7",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","6","","2.8",",0,15,","0",",,0,31,+","0",",T,0,24,+","24.6",",,0,24,","28.9",",0,25,+","","","","","","","79.7",",0","","","","","","","","","","","","","","","","","","","","","82.1",",,,0","0",",T,,0","16.43",",0","22.20",",,,0","10.66",",,,0"
"USC00119354","1904-06","39.4459","-88.5962","210.3","WINDSOR, IL US","85.7","0","62.2",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","8","","9.4",",0,09,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,18,","30.0",",0,25,+","","","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","36.2",",,,0","0",",,,0","20.30",",0","26.19",",,,0","14.40",",,,0"
"USC00119354","1904-07","39.4459","-88.5962","210.3","WINDSOR, IL US","216.3","0","130.6",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","10","","6.1",",0,02,","0",",,0,31,+","0",",T,0,12,","30.2",",,0,11,","32.8",",0,18,","3.1","0","","","","","3.1",",0","","","","","","","","","","","","","","","","","","","","","104.2",",,,0","0",",T,,0","22.45",",0","28.65",",,,0","16.24",",,,0"
"USC00119354","1904-08","39.4459","-88.5962","210.3","WINDSOR, IL US","320.0","0","103.7",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","6","","7.8",",0,27,","0",",,0,31,+","0",",T,0,17,","39.6",",,0,19,","33.3",",0,14,","6.7","0","","","","","3.6",",0","","","","","","","","","","","","","","","","","","","","","115.7",",,,0","0",",T,,0","21.56",",0","28.50",",,,0","14.63",",,,0"
"USC00119354","1904-09","39.4459","-88.5962","210.3","WINDSOR, IL US","388.9","0","68.9",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","4","","5","","3.9",",0,15,","0",",,0,30,+","0",",,0,30,+","46.0",",,0,26,","32.2",",0,28,+","34.7","0","","","","","28.0",",0","","","","","","","","","","","","","","","","","","","","","104.9",",,,0","0",",,,0","19.70",",0","25.87",",,,0","13.52",",,,0"
"USC00119354","1904-10","39.4459","-88.5962","210.3","WINDSOR, IL US","396.2","0","7.3","2,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","6","2,0","0","1,0","11","1,0","0","1,0","1","","1","","-3.9","2,0,28,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,11,","27.8","1,0,09,","216.1","0","","","","","181.4","1,0","","","","","","","","","","","","","","","","","","","","","11.7",",,,0","0",",,,0","12.47","2,0","19.74","1,,,0","5.20","2,,,0"
