"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SYE00147763","1914-01","34.75","36.72","487.0","HOMS, SY","","","","","9",",E","2",",E","0",",E","","","","","","","","","","","","","3.6",",,E,11,","","","","","","","12.9",",,,E","","","","","",""
"SYE00147763","1914-02","34.75","36.72","487.0","HOMS, SY","","","","","4",",E","0",",E","0",",E","","","","","","","","","","","","","2.0",",,E,26,","","","","","","","3.9",",,,E","","","","","",""
"SYE00147763","1914-03","34.75","36.72","487.0","HOMS, SY","","","","","4",",E","0",",E","0",",E","","","","","","","","","","","","","2.1",",,E,04,","","","","","","","4.0",",,,E","","","","","",""
"SYE00147763","1914-04","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-05","34.75","36.72","487.0","HOMS, SY","","","","","2",",E","0",",E","0",",E","","","","","","","","","","","","","0.5",",,E,23,","","","","","","","1.2",",,,E","","","","","",""
"SYE00147763","1914-06","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-07","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-08","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-09","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,30,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-10","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","",""
"SYE00147763","1914-11","34.75","36.72","487.0","HOMS, SY","","","","","11",",E","1",",E","0",",E","","","","","","","","","","","","","3.5",",,E,26,","","","","","","","14.1",",,,E","","","","","",""
"SYE00147763","1914-12","34.75","36.72","487.0","HOMS, SY","","","","","8",",E","0",",E","0",",E","","","","","","","","","","","","","1.3",",,E,03,","","","","","","","6.8",",,,E","","","","","",""
"SYE00147763","1915-01","34.75","36.72","487.0","HOMS, SY","","","","","4",",E","1",",E","0",",E","","","","","","","","","","","","","3.2",",,E,18,","","","","","","","5.2",",,,E","","","","","",""
"SYE00147763","1915-02","34.75","36.72","487.0","HOMS, SY","","","","","7",",E","0",",E","0",",E","","","","","","","","","","","","","1.2",",,E,19,+","","","","","","","6.7",",,,E","","","","","",""
"SYE00147763","1915-03","34.75","36.72","487.0","HOMS, SY","","","","","8",",E","1",",E","0",",E","","","","","","","","","","","","","2.9",",,E,06,","","","","","","","10.3",",,,E","","","","","",""
"SYE00147763","1929-01","34.75","36.72","487.0","HOMS, SY","0.0","E","0.0",",E","0",",E","0",",E","0",",E","0",",E","14",",E","1",",E","0",",E","0",",E","-3.2",",E,27,","0.0",",,E,31,+","17.2",",E,18,","","","434.6",",E","0.0",",,,E","4.31",",E","8.03",",,,E","0.60",",,,E"
"SYE00147763","1929-04","34.75","36.72","487.0","HOMS, SY","","","3.9","5,E","2",",E","2",",E","1",",E","0","5,E","0","5,E","0","5,E","16","5,E","0","5,E","2.5","5,E,04,","26.8",",,E,21,","31.0","5,E,25,","","","87.5","5,E","30.8",",,,E","14.99","5,E","22.72","5,,,E","7.26","5,,,E"
"SYE00147763","1929-05","34.75","36.72","487.0","HOMS, SY","","","","","3",",E","1",",E","0",",E","0","5,E","0","5,E","","","","","","","10.0","5,E,02,+","8.6",",,E,29,","","","","","","","9.7",",,,E","","","","","13.33","5,,,E"
"SYE00147763","1929-12","34.75","36.72","487.0","HOMS, SY","","","","","4",",E","4",",E","1",",E","0","2,E","0","2,E","","","","","","","0.5","2,E,31,+","31.5",",,E,16,","","","","","","","75.4",",,,E","","","","","3.69","2,,,E"
"SYE00147763","1930-01","34.75","36.72","487.0","HOMS, SY","0.0","","0.0","3,E","7",",E","1",",E","0",",E","0","3,E","10","3,E","0","3,E","0","3,E","0","3,E","-2.0","3,E,28,+","10.0",",,E,23,","21.0","3,E,29,","","","295.7","3,E","17.5",",,,E","7.77","3,E","14.07","3,,,E","1.48","3,,,E"
"SYE00147763","1930-02","34.75","36.72","487.0","HOMS, SY","","","","","13",",E","11",",E","0",",E","0","5,E","2","5,E","0","5,E","0","5,E","0","5,E","-1.5","5,E,13,","22.2",",,E,11,","21.0","5,E,01,","","","","","116.1",",,,E","9.19","6,E","13.80","5,,,E","4.58","5,,,E"
"SYE00147763","1930-03","34.75","36.72","487.0","HOMS, SY","","","","","1",",E","0",",E","0",",E","0","5,E","3","5,E","","","","","","","-2.5","5,E,05,","0.5",",,E,07,","","","","","","","0.5",",,,E","","","","","4.62","5,,,E"
"SYE00147763","1930-04","34.75","36.72","487.0","HOMS, SY","","","10.1","4,E","4",",E","3",",E","0",",E","0","3,E","0","3,E","0","4,E","17","4,E","2","4,E","2.5","3,E,01,","14.6",",,E,23,","35.0","4,E,10,","","","73.5","4,E","34.6",",,,E","15.95","4,E","23.71","4,,,E","8.19","3,,,E"
"SYE00147763","1930-05","34.75","36.72","487.0","HOMS, SY","","","44.8","2,E","0",",E","0",",E","0",",E","0","2,E","0","2,E","0","2,E","26","2,E","8","2,E","6.5","2,E,07,","0.0",",,E,31,+","36.5","2,E,11,+","","","25.5","2,E","0.0",",,,E","19.00","2,E","27.16","2,,,E","10.84","2,,,E"
"SYE00147763","1935-05","34.75","36.72","487.0","HOMS, SY","","","","","0",",E","0",",E","0",",E","","","","","","","","","","","","","0.0",",,E,31,+","","","","","","","0.0",",,,E","","","","","",""
