"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00096259","2001-08","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","4",",0","4",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,19,","","","","","124.5",",,,0","0",",,,0","","","","","",""
"USC00096259","2001-09","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","9","4,0","9","4,0","5","4,0","0",",0","0",",0","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","36.8","4,,0,01,","","","","","212.1","4,,,0","0",",,,0","","","","","",""
"USC00096259","2001-10","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","51.5","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","26","3,0","0","3,0","","","1.1","3,0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.6","3,0,26,","46.2","3,0","0.0",",,,0","0",",,,0","18.52","3,0","25.93","3,,,0","11.12","3,,,0"
"USC00096259","2001-11","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","10.3","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","","","1.1","1,0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","28.9","1,0,04,+","57.5","1,0","0.0",",,,0","0",",,,0","16.64","2,0","25.37","1,,,0","7.91","1,,,0"
"USC00096259","2001-12","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","0",",,,0","","","","","",""
"USC00096259","2002-01","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","","","","","","","0","5,0","0","5,0","","","","","","","","","","","","","","","0","5,,0,31,+","0","5,,0,31,+","","","","","","","","","0","5,,,0","","","","","",""
"USC00096259","2002-02","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","8.0","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","18",",0","0",",0","","","-7.2","1,0,28,","0",",,0,28,+","0",",,0,28,+","17.8",",,0,08,","28.9",",0,05,+","148.7",",0","22.9",",,,0","0",",,,0","13.11","1,0","22.02",",,,0","4.19","1,,,0"
"USC00096259","2002-03","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","2","5,0","2","5,0","1","5,0","0",",0","0",",0","","","","","0","5,0","20","5,0","0","5,0","","","","","0",",,0,31,+","0",",,0,31,+","203.2","5,,0,03,","31.1","5,0,21,+","","","218.4","5,,,0","0",",,,0","","","24.17","5,,,0","",""
"USC00096259","2002-04","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","118.4","1,0","1",",0","1",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","3",",0","","","6.7","1,0,07,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,13,","32.8",",0,27,+","5.3",",0","25.4",",,,0","0",",,,0","22.23","1,0","29.14",",,,0","15.32","1,,,0"
"USC00096259","2002-05","30.67111","-82.75139","41.1","NEEDMORE 2 W, GA US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","0",",,,0","","","","","",""
