"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00122813","1899-02","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","","","3",",6","3",",6","0",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","102",",,6,06,","102",",,6,06,","19.1",",,6,25,","","","","","","","36.9",",,,6","178",",,,6","","","","","","","",""
"USC00122813","1899-03","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","","","10","1,6","9","1,6","1","1,6","4","2,6","1","1,6","","","","","","","","","","","","","","","","","102","2,,6,06,+","152","1,,6,05,","25.4","1,,6,18,","","","","","","","107.0","1,,,6","152","1,,,6","","","","","","","",""
"USC00122813","1899-04","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","","","6",",6","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","13.0",",,6,24,","","","","","","","30.0",",,,6","0",",,,6","","","","","","","",""
"USC00122813","1899-05","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","60.7",",6","16",",6","10",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","","","6.1",",6,14,+","0",",,6,31,+","0",",,6,31,+","20.3",",,6,06,","31.7",",6,16,","","","38.9",",6","105.4",",,,6","0",",,,6","19.04",",6","25.62",",,,6","12.45",",,,6","",""
"USC00122813","1899-07","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","180.8","4,6","8",",6","5",",6","1",",6","0","1,6","","","0","4,6","0","4,6","0","3,6","28","3,6","23","3,6","","","","","9.4","4,6,09,","0","1,,6,31,+","","","39.4",",,6,26,","36.7","3,6,13,+","0.0","6","0.0","3,6","83.2",",,,6","","","25.03","4,6","33.63","3,,,6","16.44","4,,,6","",""
"USC00122813","1899-08","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","187.3","4,6","6",",6","4",",6","1",",6","0",",6","","","0","4,6","0","4,6","0","4,6","27","4,6","19","4,6","","","","","13.3","4,6,17,","0",",,6,31,+","","","43.4",",,6,09,","37.2","4,6,01,","0.0","6","0.0","4,6","59.4",",,,6","","","25.27","4,6","33.02","4,,,6","17.51","4,,,6","",""
"USC00122813","1899-09","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","122.6",",6","4",",6","2",",6","0",",6","0",",6","0",",6","0",",6","2",",6","0",",6","26",",6","10",",6","","","","","-6.1",",6,30,","0",",,6,30,+","0",",,6,30,+","7.6",",,6,24,","40.6",",6,05,","59.5","6","59.5",",6","13.5",",,,6","0",",,,6","20.44",",6","29.02",",,,6","11.85",",,,6","",""
"USC00122813","1899-10","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","38.1",",6","8",",6","5",",6","1",",6","0","1,6","0",",6","0",",6","1",",6","0",",6","21",",6","1",",6","","","","","0.0",",6,01,","0","1,,6,31,+","0",",,6,31,+","29.7",",,6,18,","33.9",",6,15,","158.4","6","98.9",",6","74.9",",,,6","0",",,,6","16.37",",6","23.62",",,,6","9.13",",,,6","",""
"USC00122813","1899-11","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","0.0",",6","8",",6","5",",6","0",",6","0",",6","0",",6","0",",6","13",",6","0",",6","2",",6","0",",6","","","","","-3.9",",6,28,","0",",,6,30,+","0",",,6,30,+","18.0",",,6,23,","23.3",",6,11,+","461.9","6","303.5",",6","59.0",",,,6","0",",,,6","8.22",",6","14.03",",,,6","2.40",",,,6","",""
"USC00122813","1899-12","39.25","-87.38333","174.0","FARMERSBURG, IN US","","","0.0","2,6","9",",6","5",",6","0",",6","4",",6","2",",6","3","1,6","26","1,6","10","1,6","0","1,6","0","1,6","","","","","-19.4","1,6,31,","152",",,6,14,","152",",,6,14,","22.9",",,6,11,","14.4","1,6,11,+","1008.3","6","546.4","1,6","59.8",",,,6","185",",,,6","-0.49","2,6","4.39","1,,,6","-5.37","1,,,6","",""
