"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00255388","1951-10","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","","","6.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","13",",0","1",",0","","","-3.3",",0,23,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,06,","33.3",",0,02,","106.9","2,,,0","","","240.0",",0","","","","","20.3",",,,0","0",",,,0","10.79",",0","18.44",",,,0","3.14",",,,0","3774","1,,,0"
"USC00255388","1951-11","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","","","0.0",",0","","","","","","","","","","","0",",0","29",",0","2",",0","1",",0","0",",0","","","-15.6",",0,02,","","","","","","","21.1",",0,11,","","","","","501.4",",0","","","","","","","","","1.62",",0","9.95",",,,0","-6.71",",,,0","",""
"USC00255388","1951-12","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","","","0.0","2,0","1",",0","1",",0","0",",0","","","1",",0","5",",0","31",",0","11","2,0","0","2,0","0","2,0","","","-24.4",",0,22,+","","","30",",,0,14,","3.0",",,0,14,","20.6","2,0,02,","","","","","667.0","2,0","","","","","3.0",",,,0","30",",,,0","-4.44","2,0","2.23","2,,,0","-11.11",",,,0","",""
"USC00255388","1952-01","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","0","1,0","5",",0","31",",0","5",",0","0",",0","0",",0","","","-18.3",",0,23,","","","0","1,T,0,14,","3.0",",,0,04,","15.6",",0,26,","","","","","664.4",",0","","","","","3.0",",,,0","0","1,T,,0","-3.10",",0","5.06",",,,0","-11.26",",,,0","",""
"USC00255388","1952-02","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","","","","","0",",0","29",",0","3",",0","0",",0","0",",0","","","-16.7",",0,26,+","","","","","8.4",",,0,29,","18.9",",0,28,","","","","","512.6",",0","","","","","17.8",",,,0","","","0.66",",0","8.11",",,,0","-6.79",",,,0","",""
"USC00255388","1952-03","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","0.0","0","0.0",",0","5","4,0","3","4,0","0","4,0","","","","","3",",0","29",",0","9",",0","2",",0","0",",0","","","-22.8",",0,04,","","","","","8.1","4,,0,22,","24.4",",0,31,","","","","","602.2",",0","","","","","18.5",",a,,0","","","-1.09",",0","4.82",",,,0","-7.00",",,,0","",""
"USC00255388","1952-04","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","0.5","0","0.5",",0","9",",0","7",",0","0",",0","0","1,0","0","1,0","0",",0","10",",0","0",",0","6",",0","0",",0","","","-9.4",",0,10,","0","1,,0,30,+","0","1,,0,30,+","11.2",",,0,16,","29.4",",0,28,+","","","","","286.0",",0","","","","","48.3",",,,0","0","1,,,0","8.82",",0","15.82",",,,0","1.82",",,,0","4499","1,,,0"
"USC00255388","1952-05","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","14.7","0","14.2",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,27,","31.1",",0,05,","206.4",",,,0","","","103.8",",0","","","","","79.7",",,,0","0",",,,0","15.44",",0","22.07",",,,0","8.81",",,,0","4420",",,,0"
"USC00255388","1952-06","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","209.1","0","194.4",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","8.3",",0,17,","0",",,0,30,+","0",",T,0,20,","22.1",",,0,20,","42.2",",0,16,","304.4","2,,,0","","","1.7",",0","","","","","52.3",",,,0","0",",T,,0","24.76",",0","32.89",",,,0","16.62",",,,0","4367",",,,0"
"USC00255388","1952-07","40.37432","-100.23294","734.3","MEDICINE CREEK DAM, NE US","402.2","0","193.1",",0","6","1,0","3","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","8.3",",0,08,","0",",,0,31,+","0",",,0,31,+","21.8","1,,0,05,","40.6",",0,28,","276.4","4,,,0","3.9","0","3.9",",0","","","","","52.3","1,,,0","0",",,,0","24.44",",0","31.87",",,,0","17.01",",,,0","4202","2,,,0"
