"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00444365","1908-07","36.866667","-76.916667","27.4","IVOR, VA US","","","","","15",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","","","32.8",",,6,31,","","","","","","","164.8",",,,6","","","","","","","",""
"USC00444365","1908-08","36.866667","-76.916667","27.4","IVOR, VA US","","","166.6",",6","12",",6","8",",6","3",",6","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","11.7",",6,31,","","","68.8",",,6,24,","35.0",",6,15,","","","1.9",",6","211.8",",,,6","","","23.65",",6","28.72",",,,6","18.57",",,,6"
"USC00444365","1908-09","36.866667","-76.916667","27.4","IVOR, VA US","","","56.1",",6","5",",6","5",",6","2",",6","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","5.0",",6,17,","","","25.9",",,6,01,","31.1",",6,02,","","","15.0",",6","72.7",",,,6","","","19.71",",6","26.00",",,,6","13.41",",,,6"
"USC00444365","1908-10","36.866667","-76.916667","27.4","IVOR, VA US","","","7.2","2,6","5",",6","5",",6","1",",6","","","0","1,6","1","1,6","0","1,6","19","1,6","0","1,6","","","-1.1","1,6,31,","","","36.8",",,6,29,","30.0","1,6,16,","","","103.2","1,6","61.2",",,,6","","","15.13","2,6","21.65","1,,,6","8.60","1,,,6"
"USC00444365","1908-11","36.866667","-76.916667","27.4","IVOR, VA US","","","1.4","1,6","7",",6","4",",6","0",",6","0",",6","0","1,6","15","1,6","0",",6","10",",6","0",",6","","","-5.0","1,6,13,","0",",,6,30,+","17.8",",,6,14,","26.1",",6,08,","","","250.4",",6","38.3",",,,6","0",",,,6","9.86","1,6","17.52",",,,6","2.20","1,,,6"
"USC00444365","1908-12","36.866667","-76.916667","27.4","IVOR, VA US","","","0.3",",6","11",",6","7",",6","1",",6","0",",6","0",",6","17",",6","0",",6","0",",6","0",",6","","","-7.8",",6,04,","0",",,6,31,+","30.5",",,6,22,","20.0",",6,01,","","","366.6",",6","94.8",",,,6","0",",,,6","6.51",",6","12.18",",,,6","0.85",",,,6"
"USC00444365","1909-01","36.866667","-76.916667","27.4","IVOR, VA US","2.0","6","2.0",",6","9",",6","6",",6","0",",6","","","0",",6","19",",6","1",",6","5",",6","0",",6","","","-7.2",",6,31,+","","","14.0",",,6,17,","23.9",",6,25,+","","","340.9",",6","54.3",",,,6","","","7.40",",6","13.65",",,,6","1.15",",,,6"
"USC00444365","1909-02","36.866667","-76.916667","27.4","IVOR, VA US","3.4","6","1.4",",6","12",",6","9",",6","0",",6","","","0",",6","10",",6","0",",6","2",",6","0",",6","","","-7.8",",6,01,","","","14.0",",,6,10,","25.6",",6,24,","","","247.6",",6","63.7",",,,6","","","9.54",",6","16.16",",,,6","2.92",",,,6"
"USC00444365","1909-03","36.866667","-76.916667","27.4","IVOR, VA US","4.0","6","0.6",",6","10",",6","8",",6","0",",6","","","0",",6","17",",6","0",",6","4",",6","0",",6","","","-6.1",",6,18,+","","","17.8",",,6,25,+","26.1",",6,10,","","","311.4",",6","80.2",",,,6","","","8.30",",6","15.71",",,,6","0.90",",,,6"
"USC00444365","1909-04","36.866667","-76.916667","27.4","IVOR, VA US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","24.1",",,6,23,","","","","","","","45.7",",,,6","","","","","","","",""
"USC00444365","1909-05","36.866667","-76.916667","27.4","IVOR, VA US","","","55.6","2,6","10",",6","7",",6","1",",6","","","0","1,6","0","1,6","0","1,6","23","1,6","0","1,6","","","3.9","1,6,13,","","","33.0",",,6,01,","31.7","1,6,07,","","","37.2","1,6","95.9",",,,6","","","19.00","2,6","25.24","1,,,6","12.76","1,,,6"
"USC00444365","1909-06","36.866667","-76.916667","27.4","IVOR, VA US","","","159.5",",6","13",",6","12",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","10.0",",6,19,","","","53.3",",,6,04,","34.4",",6,25,","","","1.1",",6","179.2",",,,6","","","23.61",",6","30.03",",,,6","17.19",",,,6"
"USC00444365","1909-07","36.866667","-76.916667","27.4","IVOR, VA US","","","163.1",",6","7",",6","5",",6","2",",6","0",",6","0",",6","0",",6","0",",6","31",",6","13",",6","","","10.6",",6,05,","0",",,6,31,+","58.4",",,6,06,","35.6",",6,31,","0.0","6","0.0",",6","138.9",",,,6","0",",,,6","23.60",",6","30.79",",,,6","16.40",",,,6"
"USC00444365","1909-08","36.866667","-76.916667","27.4","IVOR, VA US","","","140.3",",6","9",",6","8",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","8",",6","","","8.9",",6,22,","0",",,6,31,+","25.4",",,6,03,","35.0",",6,29,","1.7","6","1.7",",6","114.4",",,,6","0",",,,6","22.80",",6","29.21",",,,6","16.40",",,,6"
"USC00444365","1909-09","36.866667","-76.916667","27.4","IVOR, VA US","","","65.8",",6","5",",6","5",",6","1",",6","0",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","2.2",",6,29,","0",",,6,30,+","38.1",",,6,10,","31.1",",6,24,+","17.3","6","15.6",",6","59.7",",,,6","0",",,,6","20.01",",6","27.44",",,,6","12.57",",,,6"
"USC00444365","1909-10","36.866667","-76.916667","27.4","IVOR, VA US","","","5.5",",6","4",",6","4",",6","0",",6","0",",6","0",",6","4",",6","0",",6","27",",6","0",",6","","","-4.4",",6,30,","0",",,6,31,+","15.2",",,6,11,","26.7",",6,18,+","171.9","6","154.6",",6","26.6",",,,6","0",",,,6","13.52",",6","23.07",",,,6","3.98",",,,6"
"USC00444365","1909-11","36.866667","-76.916667","27.4","IVOR, VA US","","","0.0",",6","","","","","","","","","0",",6","8",",6","0",",6","19",",6","0",",6","","","-3.3",",6,28,","","","","","26.1",",6,21,","344.8","6","172.9",",6","","","","","12.57",",6","20.83",",,,6","4.31",",,,6"
"USC00444365","1909-12","36.866667","-76.916667","27.4","IVOR, VA US","","","0.0",",6","2",",6","2",",6","0",",6","","","0",",6","27",",6","4",",6","0",",6","0",",6","","","-12.8",",6,31,+","","","6.4",",,6,24,+","20.6",",6,04,","857.7","6","512.9",",6","12.8",",,,6","","","1.79",",6","8.63",",,,6","-5.06",",,,6"
"USC00444365","1910-01","36.866667","-76.916667","27.4","IVOR, VA US","0.0","","0.0",",6","7",",6","5",",6","1",",6","","","0",",6","25",",6","0",",6","1",",6","0",",6","","","-11.7",",6,11,+","","","38.1",",,6,28,","21.7",",6,03,","1298.6","","440.9",",6","57.2",",,,6","","","4.11",",6","11.36",",,,6","-3.14",",,,6"
"USC00444365","1910-02","36.866667","-76.916667","27.4","IVOR, VA US","0.5","","0.5",",6","7",",6","5",",6","0",",6","","","0",",6","19",",6","0",",6","3",",6","0",",6","","","-12.8",",6,07,","","","11.7",",,6,11,","23.9",",6,17,","1661.7","","363.1",",6","43.8",",,,6","","","5.38",",6","12.68",",,,6","-1.91",",,,6"
"USC00444365","1910-03","36.866667","-76.916667","27.4","IVOR, VA US","11.6","","11.1","2,6","7",",6","7",",6","0",",6","","","0","1,6","12","1,6","0","1,6","15","1,6","1","1,6","","","-6.1","1,6,16,","","","18.0",",,6,03,","32.2","1,6,30,","1854.2","","192.5","1,6","80.1",",,,6","","","11.99","2,6","19.83","1,,,6","4.15","1,,,6"
"USC00444365","1910-04","36.866667","-76.916667","27.4","IVOR, VA US","31.6","","20.0",",6","","","","","","","0",",6","0",",6","2",",6","0",",6","22",",6","0",",6","","","0.0",",6,09,+","0",",,6,30,+","","","31.1",",6,30,+","1964.7","","110.5",",6","","","0",",,,6","15.31",",6","22.96",",,,6","7.66",",,,6"
"USC00444365","1910-05","36.866667","-76.916667","27.4","IVOR, VA US","77.1","","45.5",",6","11",",6","8",",6","1",",6","0",",6","0",",6","0",",6","0",",6","25",",6","1",",6","","","1.7",",6,16,+","0",",,6,31,+","31.5",",,6,24,","32.8",",6,03,","2021.9","","57.2",",6","117.7",",,,6","0",",,,6","17.95",",6","24.85",",,,6","11.05",",,,6"
"USC00444365","1910-06","36.866667","-76.916667","27.4","IVOR, VA US","190.0","","112.9",",6","17",",6","17",",6","2",",6","","","0",",6","0",",6","0",",6","29",",6","7",",6","","","5.6",",6,01,","","","31.5",",,6,13,+","33.9",",6,30,","2034.6","","12.7",",6","251.7",",,,6","","","21.67",",6","27.31",",,,6","16.03",",,,6"
"USC00444365","1910-07","36.866667","-76.916667","27.4","IVOR, VA US","415.8","","225.8",",6","11",",6","9",",6","2",",6","0",",6","0",",6","0",",6","0",",6","31",",6","17",",6","","","13.3",",6,21,+","0",",,6,31,+","45.7",",,6,18,","34.4",",6,16,+","0.0","","0.0",",6","164.4",",,,6","0",",,,6","25.62",",6","31.20",",,,6","20.03",",,,6"
"USC00444365","1910-08","36.866667","-76.916667","27.4","IVOR, VA US","583.5","","167.7",",6","12",",6","8",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","5",",6","","","14.4",",6,01,","0",",,6,31,+","46.0",",,6,08,","33.9",",6,03,","0.0","","0.0",",6","120.8",",,,6","0",",,,6","23.74",",6","29.53",",,,6","17.96",",,,6"
"USC00444365","1910-09","36.866667","-76.916667","27.4","IVOR, VA US","714.0","","130.5",",6","4",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","7.2",",6,18,+","","","35.6",",,6,02,","34.4",",6,06,","12.9","","12.9",",6","43.2",",,,6","","","22.25",",6","28.57",",,,6","15.94",",,,6"
"USC00444365","1910-10","36.866667","-76.916667","27.4","IVOR, VA US","717.9","","3.9",",6","","","","","","","0",",6","0",",6","4",",6","0",",6","28",",6","0",",6","","","-3.9",",6,30,","0",",,6,31,+","","","30.6",",6,19,","117.2","","104.3",",6","","","0",",,,6","15.09",",6","25.69",",,,6","4.50",",,,6"
"USC00444365","1910-11","36.866667","-76.916667","27.4","IVOR, VA US","717.9","","0.0",",6","3",",6","3",",6","0",",6","0",",6","0",",6","20",",6","0",",6","2",",6","0",",6","","","-7.8",",6,30,","0",",,6,30,+","17.8",",,6,03,","22.2",",6,10,+","472.4","","355.2",",6","36.9",",,,6","0",",,,6","6.49",",6","14.69",",,,6","-1.71",",,,6"
"USC00444365","1910-12","36.866667","-76.916667","27.4","IVOR, VA US","","","","","4",",6","3",",6","2",",6","","","","","","","1","1,6","0","1,6","0","1,6","","","","","","","50.8",",,6,24,","12.8","1,6,28,","","","","","98.8",",,,6","","","","","7.44","1,,,6","",""
"USC00444365","1911-01","36.866667","-76.916667","27.4","IVOR, VA US","","","","","10",",6","10",",6","1",",6","2",",6","","","","","0",",6","5",",6","0",",6","","","","","43",",,6,17,","35.6",",,6,02,","23.3",",6,14,","","","","","120.9",",,,6","68",",,,6","","","14.10",",,,6","",""
"USC00444365","1911-02","36.866667","-76.916667","27.4","IVOR, VA US","","","","","12",",6","8",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,28,+","17.8",",,6,09,","","","","","","","70.4",",,,6","0",",,,6","","","","","",""
