"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NLE00101928","1951-01","52.7831","5.1","-2.0","MEDEMBLIK, NL","23",",E","9",",E","0",",E","","","","","12.2",",,E,17,","77.3",",,,E"
"NLE00101928","1951-02","52.7831","5.1","-2.0","MEDEMBLIK, NL","17",",E","6",",E","0",",E","","","","","14.9",",,E,17,","59.4",",,,E"
"NLE00101928","1951-03","52.7831","5.1","-2.0","MEDEMBLIK, NL","16",",E","11",",E","0",",E","","","","","16.2",",,E,23,","77.1",",,,E"
"NLE00101928","1951-04","52.7831","5.1","-2.0","MEDEMBLIK, NL","15",",E","9",",E","0",",E","","","","","14.2",",,E,06,","65.1",",,,E"
"NLE00101928","1951-05","52.7831","5.1","-2.0","MEDEMBLIK, NL","15",",E","9",",E","0",",E","","","","","7.5",",,E,05,","44.2",",,,E"
"NLE00101928","1951-06","52.7831","5.1","-2.0","MEDEMBLIK, NL","7",",E","4",",E","0",",E","","","","","22.8",",,E,26,","48.1",",,,E"
"NLE00101928","1951-07","52.7831","5.1","-2.0","MEDEMBLIK, NL","13",",E","5",",E","0",",E","","","","","22.7",",,E,04,","64.1",",,,E"
"NLE00101928","1951-08","52.7831","5.1","-2.0","MEDEMBLIK, NL","19",",E","14",",E","1",",E","","","","","27.5",",,E,03,","124.6",",,,E"
"NLE00101928","1951-09","52.7831","5.1","-2.0","MEDEMBLIK, NL","14",",E","7",",E","1",",E","","","","","30.0",",,E,01,","64.7",",,,E"
"NLE00101928","1951-10","52.7831","5.1","-2.0","MEDEMBLIK, NL","3",",E","3",",E","0",",E","","","","","4.6",",,E,21,","12.5",",,,E"
"NLE00101928","1951-11","52.7831","5.1","-2.0","MEDEMBLIK, NL","18",",E","13",",E","1",",E","","","","","30.6",",,E,24,","122.4",",,,E"
"NLE00101928","1951-12","52.7831","5.1","-2.0","MEDEMBLIK, NL","18",",E","9",",E","0",",E","","","","","8.3",",,E,09,","58.1",",,,E"
"NLE00101928","1952-01","52.7831","5.1","-2.0","MEDEMBLIK, NL","20",",E","13",",E","0",",E","","","","","10.8",",,E,01,","83.1",",,,E"
"NLE00101928","1952-02","52.7831","5.1","-2.0","MEDEMBLIK, NL","13",",E","6",",E","0",",E","","","","","10.7",",,E,10,","32.3",",,,E"
"NLE00101928","1952-03","52.7831","5.1","-2.0","MEDEMBLIK, NL","12",",E","8",",E","0",",E","","","","","9.2",",,E,04,","45.2",",,,E"
"NLE00101928","1952-04","52.7831","5.1","-2.0","MEDEMBLIK, NL","8",",E","3",",E","0",",E","","","","","9.4",",,E,06,","24.5",",,,E"
"NLE00101928","1952-05","52.7831","5.1","-2.0","MEDEMBLIK, NL","9",",E","4",",E","0",",E","","","","","7.7",",,E,31,","25.2",",,,E"
"NLE00101928","1952-06","52.7831","5.1","-2.0","MEDEMBLIK, NL","8",",E","6",",E","0",",E","","","","","13.8",",,E,15,","55.3",",,,E"
