"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00364325","1931-10","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","","","14",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","32.5",",,6,17,","","","","","","","","","","","","","85.7",",,,6","","","","","","","","","",""
"USC00364325","1932-03","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0","1,6","","","","","","","","","","","0",",6","28",",6","11","1,6","0","1,6","0","1,6","","","-16.7",",6,08,","","","","","","","19.4","1,6,30,","","","","","607.9","1,6","","","","","","","","","-1.92","1,6","2.99","1,,,6","-6.83",",,,6","",""
"USC00364325","1932-04","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0","5,6","","","","","","","","","","","0","4,6","15","4,6","0","2,6","4","2,6","0","2,6","","","-5.0","4,6,16,+","","","","","","","23.9","2,6,21,","","","","","309.6","2,6","","","","","","","","","6.27","5,6","12.09","2,,,6","0.45","4,,,6","",""
"USC00364325","1932-05","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","15.6","5,6","","","","","","","","","","","0","4,6","3","4,6","0","1,6","15","1,6","0","1,6","","","-3.3","4,6,02,","","","","","","","28.3","1,6,26,+","","","","","126.4","1,6","","","","","","","","","14.00","5,6","20.73","1,,,6","7.27","4,,,6","",""
"USC00364325","1932-06","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","59.1",",6","","","","","","","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","1.1",",6,08,","","","","","","","31.1",",6,20,","","","","","41.6",",6","","","","","","","","","18.92",",6","25.76",",,,6","12.07",",,,6","",""
"USC00364325","1932-07","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","58.1","2,6","","","","","","","","","","","0","2,6","0","2,6","0","1,6","29","1,6","2","1,6","","","7.2","2,6,04,","","","","","","","33.3","1,6,19,","","","22.8","6","22.8","1,6","","","","","","","","","19.58","2,6","26.43","1,,,6","12.74","2,,,6","",""
"USC00364325","1932-08","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","61.4","1,6","","","","","","","","","","","0",",6","0",",6","0","1,6","29","1,6","1","1,6","","","5.6",",6,20,","","","","","","","32.2","1,6,31,","","","44.7","6","21.9","1,6","","","","","","","","","19.63","1,6","26.96","1,,,6","12.29",",,,6","",""
"USC00364325","1932-09","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","45.9",",6","","","","","","","","","","","0",",6","1",",6","0",",6","19",",6","1",",6","","","0.0",",6,24,","","","","","","","32.8",",6,01,","","","139.0","6","94.3",",6","","","","","","","","","16.72",",6","23.91",",,,6","9.53",",,,6","",""
"USC00364325","1932-10","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","2.8","1,6","","","","","","","","","","","0","1,6","4","1,6","0",",6","12",",6","0",",6","","","-2.2","1,6,13,","","","","","","","25.0",",6,04,","","","349.4","6","210.4",",6","","","","","","","","","11.29","1,6","16.44",",,,6","6.15","1,,,6","",""
"USC00364325","1932-11","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0","3,6","","","","","","","","","","","0","1,6","22","1,6","2","2,6","0","2,6","0","2,6","","","-11.1","1,6,27,","","","","","","","17.8","2,6,07,","","","769.9","6","420.5","2,6","","","","","","","","","2.45","3,6","7.45","2,,,6","-2.54","1,,,6","",""
"USC00364325","1932-12","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0",",6","","","","","","","","","","","1",",6","25",",6","12",",6","0",",6","0",",6","1","","-17.8",",6,16,","","","","","","","18.3",",6,06,","","","1370.0","6","600.1",",6","","","","","","","","","-1.02",",6","3.93",",,,6","-5.98",",,,6","",""
"USC00364325","1933-01","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0","1,6","","","","","","","","","","","0",",6","28",",6","5","1,6","0","1,6","0","1,6","","","-16.7",",6,12,","","","","","","","18.9","1,6,22,","","","1894.3","6","524.3","1,6","","","","","","","","","0.96","1,6","6.14","1,,,6","-4.23",",,,6","",""
"USC00364325","1933-02","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0","1,6","","","","","","","","","","","3",",6","26",",6","10","1,6","0","1,6","0","1,6","","","-19.4",",6,09,","","","","","","","10.6","1,6,22,","","","2485.0","6","590.7","1,6","","","","","","","","","-3.48","1,6","1.76","1,,,6","-8.71",",,,6","",""
"USC00364325","1933-03","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0","1,6","","","","","","","","","","","0",",6","26",",6","9","1,6","0","1,6","0","1,6","","","-15.6",",6,10,","","","","","","","15.6","1,6,31,","","","3045.7","6","560.7","1,6","","","","","","","","","-0.34","1,6","2.86","1,,,6","-3.53",",,,6","",""
"USC00364325","1933-04","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","1.4","6","1.4","1,6","14",",6","12",",6","1",",6","","","","","0","1,6","9","1,6","0","1,6","3","1,6","0","1,6","","","-4.4","1,6,22,","","","","","30.2",",,6,12,","25.0","1,6,29,","","","3321.5","6","275.8","1,6","","","","","116.0",",,,6","","","8.87","1,6","14.41","1,,,6","3.33","1,,,6","",""
"USC00364325","1933-06","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","114.3","2,6","","","","","","","","","","","0",",6","0",",6","0","2,6","26","2,6","10","2,6","","","1.1",",6,14,","","","","","","","35.6","2,6,08,","","","","","24.2","2,6","","","","","","","","","21.39","2,6","28.46","2,,,6","14.31",",,,6","",""
"USC00364325","1933-07","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","","","","","","","","","","","","","0",",6","0",",6","","","","","","","","","8.3",",6,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","15.05",",,,6","",""
"USC00364325","1933-08","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","","","","","","","","","","","","","0","2,6","0","2,6","","","","","","","","","7.8","2,6,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","14.10","2,,,6","",""
"USC00364325","1933-09","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","52.2","1,6","14",",6","11",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","20",",6","1",",6","","","5.0","1,6,21,","","","","","17.0",",,6,03,","33.3",",6,08,","","","","","57.6",",6","","","","","74.7",",,,6","","","18.15","1,6","23.87",",,,6","12.42","1,,,6","",""
"USC00364325","1933-10","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0",",6","","","","","","","","","","","0",",6","7",",6","0",",6","2",",6","0",",6","","","-5.0",",6,25,","","","","","","","23.3",",6,31,+","","","","","285.8",",6","","","","","","","","","9.11",",6","14.80",",,,6","3.43",",,,6","",""
"USC00364325","1933-11","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0","1,6","","","","","","","","","","","0","1,6","23","1,6","4",",6","2",",6","0",",6","","","-15.6","1,6,15,","","","","","","","23.9",",6,02,","","","","","485.9",",6","","","","","","","","","1.37","1,6","5.26",",,,6","-2.51","1,,,6","",""
"USC00364325","1933-12","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","","","0.0","2,6","","","","","","","","","","","0","1,6","23","1,6","9","2,6","0","2,6","0","2,6","","","-17.2","1,6,27,","","","","","","","15.0","2,6,15,","","","","","548.0","2,6","","","","","","","","","-0.74","2,6","3.77","2,,,6","-5.26","1,,,6","",""
"USC00364325","1934-01","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","27",",6","7",",6","0",",6","0",",6","","","-17.2",",6,29,+","","","","","","","10.6",",6,01,","","","","","613.2",",6","","","","","","","","","-1.45",",6","2.52",",,,6","-5.41",",,,6","",""
"USC00364325","1934-02","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0","2,6","","","","","","","27","1,6","","","15","1,6","27","1,6","22","1,6","0","1,6","0","1,6","","","-29.4","1,6,08,","203","1,,6,26,","","","","","7.8","1,6,18,","","","","","776.4","1,6","","","","","","","","","-11.47","2,6","-4.83","1,,,6","-18.11","1,,,6","",""
"USC00364325","1934-03","41.4992","-80.4681","312.4","JAMESTOWN 2 NW, PA US","0.0","6","0.0","3,6","","","","","","","","","","","1","2,6","24","2,6","8","2,6","0","2,6","0","2,6","","","-18.9","2,6,10,","","","","","","","18.9","2,6,16,","","","","","535.6","2,6","","","","","","","","","-1.15","3,6","4.00","2,,,6","-6.31","2,,,6","",""
