"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00118740","1902-08","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","","","96.0",",6","8",",6","6",",6","4",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","","","8.9",",6,23,","","","","","78.7",",,6,18,","32.2",",6,03,+","","","","","","","","","6.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","248.5",",,,6","","","21.22",",6","26.90",",,,6","15.55",",,,6","",""
"USC00118740","1902-09","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","","","22.9",",6","9",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","19",",6","0",",6","","","","","1.1",",6,13,","","","","","47.0",",,6,24,","28.9",",6,08,","","","","","","","","","68.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","124.4",",,,6","","","16.81",",6","22.80",",,,6","10.82",",,,6","",""
"USC00118740","1902-10","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","","","3.3",",6","6",",6","2",",6","1",",6","","","","","0",",6","2",",6","0",",6","13",",6","0",",6","","","","","-0.6",",6,29,","","","","","25.4",",,6,03,","25.6",",6,24,","","","","","","","","","155.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","53.4",",,,6","","","13.42",",6","19.36",",,,6","7.49",",,,6","",""
"USC00118740","1902-11","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","","","0.3",",6","8",",6","6",",6","0",",6","","","1",",6","0",",6","8",",6","0",",6","6",",6","0",",6","","","","","-10.0",",6,28,","","","64",",,6,26,","24.1",",,6,05,","23.9",",6,11,","","","","","","","","","295.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","61.7",",,,6","64",",,,6","8.50",",6","13.36",",,,6","3.63",",,,6","",""
"USC00118740","1902-12","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","","","0.0",",6","12",",6","8",",6","0",",6","","","2",",6","1",",6","28",",6","10",",6","0",",6","0",",6","","","","","-17.8",",6,26,","","","64",",,6,13,","12.4",",,6,20,","10.6",",6,01,","","","","","","","","","658.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","74.7",",,,6","89",",,,6","-2.92",",6","0.96",",,,6","-6.79",",,,6","",""
"USC00118740","1903-01","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.0","0","0.0",",0","5",",0","5",",0","0",",0","","","3",",0","4",",0","29",",0","16",",0","0",",0","0",",0","2","","","","-24.4",",0,12,","","","102",",,0,11,","9.7",",,0,02,","11.7",",0,28,","","","","","","","","","708.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","26.4",",,,0","191",",,,0","-4.52",",0","0.00",",,,0","-9.04",",,,0","",""
"USC00118740","1903-02","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","","","2",",0","5",",0","25",",0","10",",0","0",",0","0",",0","5","","","","-27.2",",0,17,","","","203",",,0,08,","21.1",",,0,03,","12.8",",0,27,","","","","","","","","","611.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","61.1",",,,0","305",",,,0","-3.50",",0","1.25",",,,0","-8.25",",,,0","",""
"USC00118740","1903-03","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","1.6","0","1.6",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","3",",0","0",",0","8","","","","-9.4",",0,01,","0",",,0,31,+","13",",,0,23,","10.7",",,0,20,","24.4",",0,19,","","","","","","","","","358.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.5",",,,0","13",",,,0","6.81",",0","12.61",",,,0","1.01",",,,0","",""
"USC00118740","1903-04","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","3.0","0","1.4",",0","11",",0","9",",0","2",",0","0","4,0","1",",0","0",",0","7",",0","0",",0","8",",0","0",",0","","","1","","-7.2",",0,04,","0","4,,0,30,+","38",",,0,03,","54.4",",,0,10,","26.7",",0,02,","","","","","","","","","238.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","145.0",",,,0","38",",,,0","10.43",",0","17.00",",,,0","3.85",",,,0","",""
"USC00118740","1903-05","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","54.6","0","51.6",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","0",",0","","","4","","-3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","59.7",",,0,21,","30.0",",0,17,","","","","","","","","","68.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","100.4",",,,0","0",",,,0","17.79",",0","24.62",",,,0","10.95",",,,0","",""
"USC00118740","1903-06","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","92.6","0","38.0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","2","","4.4",",0,13,+","0",",,0,30,+","0",",,0,30,+","16.0",",,0,04,","32.2",",0,30,","","","","","","","","","29.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","65.0",",,,0","0",",,,0","18.62",",0","24.67",",,,0","12.57",",,,0","",""
"USC00118740","1903-07","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","262.3","0","169.7",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","4","","12.2",",0,14,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,12,","35.6",",0,10,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","130.4",",,,0","0",",,,0","23.81",",0","29.98",",,,0","17.63",",,,0","",""
"USC00118740","1903-08","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","381.1","0","118.8",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","1","","11.1",",0,12,+","0",",,0,31,+","0",",,0,31,+","16.0",",,0,26,","34.4",",0,24,","","","5.9","0","","","","","5.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","59.2",",,,0","0",",,,0","21.98",",0","28.01",",,,0","15.95",",,,0","",""
"USC00118740","1903-09","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","442.6","0","61.5",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","1","","1.7",",0,18,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,26,","32.2",",0,14,+","","","58.6","0","","","","","52.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","25.2",",,,0","0",",,,0","18.63",",0","26.09",",,,0","11.16",",,,0","",""
"USC00118740","1903-10","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","455.3","0","12.7",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","2","","-6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,07,","31.1",",0,03,","","","259.0","0","","","","","200.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","68.6",",,,0","0",",,,0","12.28",",0","18.87",",,,0","5.69",",,,0","",""
"USC00118740","1903-11","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","455.3","0","0.0",",0","5",",0","4",",0","0",",0","0","5,0","1",",0","0",",0","22",",0","8",",0","0",",0","0",",0","3","","1","","-13.3",",0,27,","0","5,,0,30,+","38",",,0,13,","22.4",",,0,16,","20.0",",0,03,+","","","739.6","0","","","","","480.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","52.3",",,,0","38",",,,0","2.31",",0","7.80",",,,0","-3.18",",,,0","",""
"USC00118740","1903-12","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","455.3","0","0.0",",0","6",",0","2",",0","1",",0","","","1",",0","5",",0","31",",0","15",",0","0",",0","0",",0","","","","","-21.7",",0,13,","","","51",",,0,12,","37.3",",,0,12,","7.2",",0,12,+","","","1477.1","0","","","","","737.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","55.4",",,,0","90",",,,0","-5.46",",0","0.00",",,,0","-10.91",",,,0","",""
"USC00118740","1904-01","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.0","0","0.0",",0","13",",0","7",",0","1",",0","","","7",",0","11",",0","29",",0","22",",0","0",",0","0",",0","","","","","-26.1",",0,27,","","","114",",,0,02,","25.4",",,0,20,","10.0",",0,21,","","","2287.5","0","","","","","810.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","78.5",",,,0","462",",,,0","-7.81",",0","-2.75",",,,0","-12.86",",,,0","",""
"USC00118740","1904-02","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.0","0","0.0",",0","7","2,0","5","2,0","0","2,0","","","2",",0","5",",0","26",",0","17",",0","0",",0","0",",0","","","2","","-23.9",",0,04,","","","51",",,0,25,+","12.4","2,,0,17,","15.6",",0,06,","","","2985.4","0","","","","","697.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","47.3",",a,,0","102",",,,0","-5.73",",0","-0.74",",,,0","-10.72",",,,0","",""
"USC00118740","1904-03","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.0","0","0.0",",0","11",",0","9",",0","3",",0","","","2",",0","0",",0","20",",0","4",",0","2",",0","0",",0","2","","2","","-11.7",",0,15,","","","71",",,0,14,","60.2",",,0,25,","22.2",",0,31,","","","3442.1","0","","","","","456.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","194.6",",,,0","101",",,,0","3.60",",0","8.51",",,,0","-1.31",",,,0","",""
"USC00118740","1904-04","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","0.3","0","0.3",",0","8",",0","8",",0","1",",0","","","0",",0","0",",0","12",",0","0",",0","3",",0","0",",0","","","2","","-5.6",",0,20,","","","0",",T,0,09,","40.9",",,0,25,","26.7",",0,23,","","","3772.1","0","","","","","330.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","100.9",",,,0","0",",T,,0","7.34",",0","13.42",",,,0","1.27",",,,0","",""
"USC00118740","1904-05","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","20.0","0","19.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","1","","3.3",",0,16,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,29,","30.6",",0,25,","","","3857.0","0","","","","","84.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","40.5",",,,0","0",",,,0","16.23",",0","22.49",",,,0","9.96",",,,0","",""
"USC00118740","1904-06","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","88.0","0","68.0","1,0","8",",0","5",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0","1,0","29","1,0","0","1,0","","","4","","4.4",",0,01,","0","1,,0,30,+","0",",T,0,30,","10.9",",,0,15,","31.1","1,0,13,+","","","3864.5","0","","","","","7.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","29.6",",,,0","0",",T,,0","20.46","1,0","26.80","1,,,0","14.12",",,,0","",""
"USC00118740","1904-07","40.08408","-88.24039","220.1","CHAMPAIGN 3 S, IL US","222.5","0","134.5",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","2","","5.0",",0,02,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,06,","33.3",",0,18,+","","","5.0","0","","","","","5.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","69.1",",,,0","0",",,,0","22.51",",0","28.83",",,,0","16.19",",,,0","",""
