"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00118189","1941-05","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","77.3",",6","12",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","2",",6","2.2",",6,10,","","","","","18.3",",,6,06,","32.8",",6,22,","1813.7",",,,6","","","50.0",",6","","","","","73.9",",,,6","","","19.21",",6","25.77",",,,6","12.65",",,,6","3618",",,,6"
"USC00118189","1941-06","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","149.0",",6","12",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","29",",6","10",",6","8.9",",6,17,","","","","","26.4",",,6,10,","36.1",",6,23,","2085.5",",,,6","","","6.7",",6","","","","","69.6",",,,6","","","23.08",",6","29.11",",,,6","17.04",",,,6","3056",",,,6"
"USC00118189","1941-07","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","207.2",",6","6",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","11.1",",6,04,","","","","","25.9",",,6,03,","38.3",",6,30,","2140.8","2,,,6","2.0","6","2.0",",6","","","","","52.3",",,,6","","","24.95",",6","31.63",",,,6","18.28",",,,6","2934",",,,6"
"USC00118189","1941-08","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","189.7","1,6","10",",6","4",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","30",",6","13",",6","10.6","1,6,13,","","","","","8.9",",,6,26,","37.8",",6,12,+","1755.4",",,,6","2.0","6","0.0",",6","","","","","33.7",",,,6","","","24.61","1,6","31.72",",,,6","17.49","1,,,6","2886",",,,6"
"USC00118189","1941-09","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","110.6",",6","11",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","26",",6","5",",6","3.3",",6,26,","","","","","37.8",",,6,25,","35.0",",6,01,","1637.8",",,,6","28.5","6","26.5",",6","","","","","122.9",",,,6","","","21.14",",6","27.81",",,,6","14.46",",,,6","3411",",,,6"
"USC00118189","1941-10","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","23.7","1,6","22",",6","15",",6","2",",6","","","","","0","1,6","2","1,6","0",",6","13",",6","0",",6","-2.8","1,6,28,","","","","","141.5",",,6,05,","29.4",",6,06,","855.5","1,,,6","156.4","6","127.9",",6","","","","","341.2",",,,6","","","14.93","1,6","20.17",",,,6","9.69","1,,,6","3230",",,,6"
"USC00118189","1941-11","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","0.0",",6","8",",6","5",",6","1",",6","","","","","0",",6","14",",6","1",",6","1",",6","0",",6","-13.3",",6,24,","","","","","41.4",",,6,06,","22.2",",6,18,","","","529.0","6","372.6",",6","","","","","101.4",",,,6","","","5.91",",6","11.07",",,,6","0.76",",,,6","3878","1,,,6"
"USC00118189","1941-12","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","0.0","4,6","7",",6","3",",6","0",",6","","","","","0","1,6","17","1,6","1","3,6","0","3,6","0","3,6","-9.4","1,6,11,","","","","","19.3",",,6,23,","17.2","3,6,02,","","","907.2","6","378.2","3,6","","","","","36.2",",,,6","","","4.04","4,6","8.52","3,,,6","-0.45","1,,,6","4636","2,,,6"
"USC00118189","1942-01","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.0","6","0.0","1,6","4",",6","3",",6","0",",6","","","","","3","1,6","27","1,6","8",",6","0",",6","0",",6","-20.6","1,6,10,","","","","","19.3",",,6,31,","14.4",",6,23,","","","1488.9","6","581.7",",6","","","","","29.5",",,,6","","","-0.98","1,6","4.15",",,,6","-6.11","1,,,6","5183",",,,6"
"USC00118189","1942-02","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.0","6","0.0","1,6","13",",6","9",",6","2",",6","","","","","0",",6","25",",6","8","1,6","0","1,6","0","1,6","-14.4",",6,19,+","","","","","34.8",",,6,06,","10.0","1,6,14,","","","2020.2","6","531.3","1,6","","","","","137.4",",,,6","","","-1.39","1,6","2.41","1,,,6","-5.20",",,,6","4162",",,,6"
"USC00118189","1942-03","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.3","6","0.3","1,6","11",",6","8",",6","0",",6","","","","","0","1,6","16","1,6","0",",6","6",",6","0",",6","-5.6","1,6,01,","","","","","15.0",",,6,17,","26.7",",6,24,","","","2353.8","6","333.6",",6","","","","","61.4",",,,6","","","7.08","1,6","12.85",",,,6","1.31","1,,,6","6526",",,,6"
"USC00118189","1942-04","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","19.0","6","18.7","1,6","7",",6","5",",6","1",",6","","","","","0","1,6","1","1,6","0",",6","16",",6","0",",6","0.0","1,6,11,","","","","","35.3",",,6,07,","30.0",",6,30,","1264.7",",,,6","2496.6","6","142.8",",6","","","","","74.7",",,,6","","","14.17","1,6","20.53",",,,6","7.80","1,,,6","4409",",,,6"
"USC00118189","1942-05","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","76.3","6","57.3",",6","8",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","4",",6","3.3",",6,16,","","","","","23.4",",,6,14,","35.6",",6,31,+","1466.2",",,,6","2562.4","6","65.8",",6","","","","","80.9",",,,6","","","18.06",",6","24.16",",,,6","11.95",",,,6","4015",",,,6"
"USC00118189","1942-06","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","223.0","6","146.7",",6","16",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","8",",6","6.7",",6,15,","","","","","23.9",",,6,19,","35.6",",6,04,","1494.1",",,,6","2578.5","6","16.1",",6","","","","","106.3",",,,6","","","22.69",",6","28.24",",,,6","17.13",",,,6","2593",",,,6"
"USC00118189","1942-07","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","439.0","6","216.0",",6","13",",6","8",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","11.7",",6,07,+","","","","","41.7",",,6,10,","36.7",",6,17,","2136.0",",,,6","0.0","6","0.0",",6","","","","","169.1",",,,6","","","25.30",",6","31.64",",,,6","18.96",",,,6","2820",",,,6"
"USC00118189","1942-08","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","604.8","6","165.8",",6","7",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","7.2",",6,24,","","","","","9.7",",,6,23,","35.6",",6,02,","1564.9",",,,6","4.4","6","4.4",",6","","","","","21.0",",,,6","","","23.54",",6","29.81",",,,6","17.27",",,,6","2538",",,,6"
"USC00118189","1942-09","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","730.0","6","125.2","1,6","8",",6","6",",6","1",",6","","","","","0",",6","1",",6","0","1,6","21","1,6","9","1,6","0.0",",6,27,","","","","","67.6",",,6,26,","35.0","1,6,14,","1314.7","1,,,6","77.4","6","73.0","1,6","","","","","91.7",",,,6","","","19.94","1,6","26.55","1,,,6","13.33",",,,6","2923",",,,6"
"USC00118189","1942-10","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","739.2","6","9.2",",6","6",",6","4",",6","1",",6","","","","","0",",6","5",",6","0",",6","18",",6","0",",6","-7.8",",6,26,","","","","","52.8",",,6,30,","28.9",",6,02,","924.1","1,,,6","232.7","6","155.3",",6","","","","","77.4",",,,6","","","13.62",",6","20.63",",,,6","6.61",",,,6","3187",",,,6"
"USC00118189","1942-11","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","739.7","6","0.5",",6","14",",6","9",",6","2",",6","","","","","0",",6","9",",6","1",",6","3",",6","0",",6","-8.9",",6,27,","","","","","40.6",",,6,23,","24.4",",6,19,","","","558.4","6","325.7",",6","","","","","150.5",",,,6","","","7.49",",6","12.99",",,,6","2.00",",,,6","4861",",,,6"
"USC00118189","1942-12","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","739.7","6","0.0",",6","7",",6","4",",6","1",",6","","","","","1",",6","28",",6","12",",6","0",",6","0",",6","-17.8",",6,21,","","","","","31.8",",,6,26,","16.7",",6,27,+","","","1205.3","6","646.9",",6","","","","","66.3",",,,6","","","-2.54",",6","1.98",",,,6","-7.05",",,,6","4369",",,,6"
"USC00118189","1943-01","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.0","6","0.0",",6","6",",6","1",",6","0",",6","","","","","3",",6","29",",6","6",",6","0",",6","0",",6","-22.2",",6,19,","","","","","3.6",",,6,09,","11.1",",6,24,","","","1833.0","6","627.7",",6","","","","","9.4",",,,6","","","-1.92",",6","3.10",",,,6","-6.94",",,,6","4828",",,,6"
"USC00118189","1943-02","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.0","6","0.0","2,6","4",",6","3",",6","0",",6","","","","","1","1,6","22","1,6","4","1,6","0","1,6","0","1,6","-18.9","1,6,14,","","","","","18.3",",,6,03,","18.9","1,6,23,","","","2256.6","6","423.6","1,6","","","","","29.0",",,,6","","","1.93","2,6","8.64","1,,,6","-4.79","1,,,6","4138","2,,,6"
"USC00118189","1943-03","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.0","6","0.0",",6","8",",6","8",",6","1",",6","","","","","3",",6","24",",6","5",",6","2",",6","0",",6","-22.8",",6,08,","","","","","30.7",",,6,16,","26.1",",6,30,","","","2734.1","6","477.5",",6","","","","","67.0",",,,6","","","2.93",",6","9.91",",,,6","-4.05",",,,6","4736",",,,6"
"USC00118189","1943-04","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","0.3","6","0.3",",6","9",",6","6",",6","1",",6","","","","","0",",6","8",",6","0",",6","12",",6","0",",6","-5.6",",6,15,+","","","","","28.4",",,6,23,","26.1",",6,08,","1217.6","3,,,6","2955.9","6","221.8",",6","","","","","71.9",",,,6","","","10.95",",6","18.80",",,,6","3.10",",,,6","4984","4,,,6"
"USC00118189","1943-05","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","25.0","6","24.7",",6","15",",6","14",",6","3",",6","","","","","0",",6","0",",6","0",",6","20",",6","2",",6","0.6",",6,01,","","","","","103.6",",,6,18,","33.3",",6,05,","1277.4","2,,,6","3029.0","6","73.1",",6","","","","","286.5",",,,6","","","16.77",",6","22.62",",,,6","10.93",",,,6","3599",",,,6"
"USC00118189","1943-06","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","204.4","6","179.4",",6","9",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","10",",6","10.0",",6,30,","","","","","62.7",",,6,21,","35.0",",6,26,","1469.2","4,,,6","3033.4","6","4.4",",6","","","","","119.2",",,,6","","","24.16",",6","29.96",",,,6","18.37",",,,6","2483","3,,,6"
"USC00118189","1943-07","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","416.6","6","212.2",",6","8",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","19",",6","11.7",",6,08,+","","","","","18.8",",,6,29,","36.7",",6,28,","2148.3",",,,6","0.0","6","0.0",",6","","","","","73.1",",,,6","","","25.18",",6","32.69",",,,6","17.66",",,,6","1911",",,,6"
"USC00118189","1943-08","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","636.0","6","219.4",",6","3",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","19",",6","7.8",",6,19,+","","","","","14.0",",,6,01,","37.2",",6,24,","","","0.8","6","0.8",",6","","","","","15.6",",,,6","","","25.39",",6","32.38",",,,6","18.39",",,,6","2163","5,,,6"
"USC00118189","1943-09","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","672.3","6","36.3","2,6","8",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","23","1,6","3","1,6","3.3","1,6,26,+","","","","","14.7",",,6,05,","33.9","1,6,03,","1392.4","3,,,6","48.5","6","47.7","1,6","","","","","54.6",",,,6","","","18.11","2,6","25.05","1,,,6","11.18","1,,,6","2319","3,,,6"
"USC00118189","1943-10","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","680.7","6","8.4","1,6","8",",6","8",",6","0",",6","","","","","0",",6","3",",6","0","1,6","16","1,6","0","1,6","-2.8",",6,17,","","","","","14.7",",,6,21,","28.9","1,6,01,","908.0",",,,6","205.0","6","156.5","1,6","","","","","62.5",",,,6","","","13.46","1,6","20.95","1,,,6","5.97",",,,6","3111",",,,6"
"USC00118189","1943-11","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","680.7","6","0.0","2,6","6",",6","4",",6","0",",6","","","0",",6","0","1,6","23","1,6","0","1,6","1","1,6","0","1,6","-8.9","1,6,28,","","","0",",T,6,29,","23.9",",,6,07,","22.2","1,6,18,","","","609.4","6","404.4","1,6","","","","","44.6",",,,6","0",",T,,6","4.04","2,6","10.57","1,,,6","-2.49","1,,,6","3812",",,,6"
"USC00118189","1943-12","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","680.7","6","0.0","3,6","7",",6","5",",6","0",",6","","","3",",6","0","3,6","24","3,6","10","1,6","0","1,6","0","1,6","-16.7","3,6,29,+","","","170",",,6,29,","18.3",",,6,10,","14.4","1,6,05,","","","1176.7","6","567.3","1,6","","","","","54.0",",,,6","322",",,,6","-2.09","3,6","2.13","1,,,6","-6.31","3,,,6","3352",",,,6"
